data_hoje,dia_1,dia_2,dia_3,dia_4,dia_5,dia_6,hoje,futuro_1,futuro_2,futuro_3,futuro_4,futuro_5,futuro_6,futuro_7,futuro_8
2026-01-26 14:07:52,0.6704210042953491,0.6687598824501038,0.6709878444671631,0.6731699109077454,0.6754794120788574,0.6840506792068481,0.6921852231025696,0.6944762468338013,0.6931207180023193,0.6932991743087769,0.6919877529144287,0.6924575567245483,0.6901041865348816,0.6881970763206482,0.6884579658508301
