data,f_1_real,f_1_datetime,f_2_real,f_2_datetime,f_3_real,f_3_datetime,f_4_real,f_4_datetime,f_5_real,f_5_datetime,f_6_real,f_6_datetime,f_7_real,f_7_datetime,f_8_real,f_8_datetime
2026-01-27 22:18:52,1.3826287,2026-01-27 23:00:00,1.381769,2026-01-28 00:00:00,1.3801099,2026-01-28 01:00:00,1.3804529,2026-01-28 02:00:00,1.3800337,2026-01-28 03:00:00,1.3802623,2026-01-28 04:00:00,1.3806052,2026-01-28 05:00:00,1.3806434,2026-01-28 06:00:00
2026-01-28 18:15:51,1.3794245,2026-01-28 19:00:00,1.3799385,2026-01-28 20:00:00,1.3806624,2026-01-28 21:00:00,1.3801479,2026-01-28 22:00:00,1.3823802,2026-01-28 23:00:00,1.3820935,2026-01-29 00:00:00,1.3803766,2026-01-29 01:00:00,1.3813108,2026-01-29 02:00:00
2026-01-29 01:46:51,1.3813108,2026-01-29 02:00:00,1.3833555,2026-01-29 03:00:00,1.3839873,2026-01-29 04:00:00,1.383834,2026-01-29 05:00:00,1.3838724,2026-01-29 06:00:00,1.3832598,2026-01-29 07:00:00,1.3819791,2026-01-29 08:00:00,1.3803766,2026-01-29 09:00:00
