data_hoje,dia_1,dia_2,dia_3,dia_4,dia_5,dia_6,hoje,futuro_1,futuro_2,futuro_3,futuro_4,futuro_5,futuro_6,futuro_7,futuro_8
2026-01-26 15:55:53,6.226650238037109,6.216000080108643,6.242197036743164,6.297228813171387,6.203474044799805,6.203474044799805,6.257800102233887,6.252720355987549,6.251485347747803,6.250844955444336,6.250957012176514,6.264939308166504,6.275547027587891,6.26300573348999,6.258971214294434
