data_hoje,dia_1,dia_2,dia_3,dia_4,dia_5,dia_6,hoje,futuro_1,futuro_2,futuro_3,futuro_4,futuro_5,futuro_6,futuro_7,futuro_8
2026-01-26 14:06:00,0.5202360153198242,0.5274609923362732,0.5223240256309509,0.5240010023117065,0.5196470022201538,0.4950459897518158,0.5133512616157532,0.5109575390815735,0.5104637742042542,0.5115326046943665,0.5109016299247742,0.5120437741279602,0.508579671382904,0.5106081962585449,0.5114648342132568
