data_hoje,dia_1,dia_2,dia_3,dia_4,dia_5,dia_6,hoje,futuro_1,futuro_2,futuro_3,futuro_4,futuro_5,futuro_6,futuro_7,futuro_8
2026-01-26 14:08:40,17.65329933166504,17.63265037536621,17.57710075378418,17.591999053955078,17.482500076293945,17.46809959411621,17.363000869750977,17.349929809570312,17.355775833129883,17.380619049072266,17.38550567626953,17.389787673950195,17.379899978637695,17.367036819458008,17.35700035095215
