data_hoje,dia_1,dia_2,dia_3,dia_4,dia_5,dia_6,hoje,futuro_1,futuro_2,futuro_3,futuro_4,futuro_5,futuro_6,futuro_7,futuro_8
2026-01-26 15:56:00,0.4617669880390167,0.4706929922103882,0.4568609893321991,0.45313701033592224,0.45855799317359924,0.42752400040626526,0.44434159994125366,0.44322648644447327,0.4374941885471344,0.4399684965610504,0.4415815770626068,0.4454672038555145,0.4450388550758362,0.45002853870391846,0.44879916310310364
