data_hoje,p_6,p_5,p_4,p_3,p_2,p_1,hoje,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,asset,max_percentual,max_futuro_col
2026-01-26 17:13:40,9.510000228881836,9.210000038146973,8.930000305175781,9.369999885559082,9.539999961853027,10.140000343322754,10.119999885559082,10.164144515991211,10.064781188964844,10.046813011169434,10.021673202514648,9.99985122680664,10.070022583007812,10.137808799743652,10.336564064025879,CSNA3,2.1399622620137286,f_8
2026-01-26 17:13:39,3.6700000762939453,3.5999999046325684,3.6500000953674316,4.050000190734863,4.349999904632568,4.409999847412109,4.429999828338623,4.39081335067749,4.374588966369629,4.374443054199219,4.4124860763549805,4.392385959625244,4.52432918548584,4.433836460113525,4.417111873626709,COGN3,2.129330943622023,f_6
2026-01-26 17:13:16,2.4100000858306885,2.509999990463257,2.390000104904175,2.4000000953674316,2.380000114440918,2.4200000762939453,2.369999885559082,2.349151134490967,2.369410514831543,2.410047769546509,2.388974666595459,2.401076555252075,2.4017534255981445,2.403961181640625,2.3757383823394775,CVCB3,1.6897842160857097,f_3
2026-01-26 17:13:35,21.3700008392334,21.309999465942383,21.540000915527344,22.399999618530273,23.450000762939453,24.280000686645508,24.170000076293945,24.034610748291016,23.96663475036621,23.697099685668945,24.0792179107666,24.36631965637207,24.480234146118164,24.25996971130371,24.15358543395996,BBAS3,1.2835501400287452,f_6
2026-01-26 17:28:00,0.11426900327205658,0.11748600006103516,0.11845000088214874,0.12003999948501587,0.11838000267744064,0.11452499777078629,0.12209684401750565,0.12361356616020203,0.12352440506219864,0.1222211942076683,0.12078586220741272,0.1212761402130127,0.12013678252696991,0.12013393640518188,0.12122693657875061,ALGO,1.2422287856014693,f_1
2026-01-26 17:13:37,8.460000038146973,8.359999656677246,8.399999618530273,8.8100004196167,8.960000038146973,9.369999885559082,9.40999984741211,9.34338092803955,9.398412704467773,9.519169807434082,9.461817741394043,9.407278060913086,9.33234691619873,9.36309814453125,9.333113670349121,MGLU3,1.1601483718620467,f_3
2026-01-26 17:28:33,258.2099914550781,255.52999877929688,246.6999969482422,247.64999389648438,248.35000610351562,248.0399932861328,254.5800018310547,255.5060577392578,254.7206573486328,254.43527221679688,255.19400024414062,256.1912536621094,255.47950744628906,254.72642517089844,257.2392578125,AAPL,1.0445659369623455,f_8
2026-01-26 17:27:00,11.516645431518555,11.64867877960205,11.559103012084961,11.657367706298828,11.577178001403809,11.121826171875,11.329169273376465,11.33639907836914,11.319316864013672,11.312053680419922,11.269917488098145,11.28976058959961,11.401320457458496,11.44518756866455,11.446675300598145,ETC,1.0371989718418164,f_8
2026-01-26 17:28:32,438.57000732421875,437.5,419.25,431.44000244140625,449.3599853515625,449.05999755859375,440.25,444.38525390625,441.0430603027344,438.9769287109375,435.9712219238281,434.9716491699219,433.3300476074219,437.0341796875,444.6696472167969,TSLA,1.0038948817255822,f_8
2026-01-26 17:12:32,4.75,4.699999809265137,4.650000095367432,4.760000228881836,5.010000228881836,5.179999828338623,5.320000171661377,5.315460681915283,5.2892680168151855,5.316725254058838,5.369739055633545,5.310238361358643,5.266569137573242,5.279870986938477,5.3052659034729,AMER3,0.9349413978803514,f_4
2026-01-26 17:27:00,2.2925779819488525,2.3788468837738037,2.3303210735321045,2.3646700382232666,2.3299379348754883,2.2353320121765137,2.22521710395813,2.232985258102417,2.2242259979248047,2.243304491043091,2.2402572631835938,2.225452184677124,2.206050157546997,2.222191095352173,2.245532274246216,ATOM,0.9129522801146055,f_8
2026-01-26 17:28:00,0.5533030033111572,0.5937730073928833,0.5787249803543091,0.589028000831604,0.5849130153656006,0.5623390078544617,0.5645011067390442,0.5650781989097595,0.5610188245773315,0.5572935342788696,0.5634304285049438,0.5649644732475281,0.5657393336296082,0.5696396827697754,0.5628497004508972,XTZ,0.9102862632839169,f_7
2026-01-26 17:13:32,32.040000915527344,32.16999816894531,32.290000915527344,33.43000030517578,33.58000183105469,35.040000915527344,35.31999969482422,34.92350387573242,35.05100631713867,35.07919692993164,35.43648147583008,35.13626480102539,35.62700271606445,35.17033004760742,35.56428146362305,PETR4,0.8692044844078027,f_6
2026-01-26 17:27:00,12.084134101867676,12.402188301086426,12.174766540527344,12.118390083312988,12.03725814819336,11.484868049621582,11.683625221252441,11.688411712646484,11.588106155395508,11.615011215209961,11.73440170288086,11.637892723083496,11.694547653198242,11.754133224487305,11.780231475830078,AVAX,0.8268517069677187,f_8
2026-01-26 17:27:00,572.51611328125,584.4027099609375,598.749755859375,594.8587646484375,593.4496459960938,571.1719970703125,576.0769653320312,577.5882568359375,576.83251953125,577.0381469726562,578.0830688476562,573.0859985351562,576.1084594726562,580.7988891601562,578.0265502929688,BCH,0.8196689179202719,f_7
2026-01-26 17:13:37,39.61000061035156,39.54999923706055,39.91999816894531,41.66999816894531,43.08000183105469,43.56999969482422,43.95000076293945,43.598445892333984,43.90668487548828,43.9177131652832,43.7886848449707,43.861328125,43.65003204345703,44.28255081176758,44.08152770996094,ITUB4,0.7566553880666724,f_7
2026-01-26 17:28:30,0.8034200072288513,0.7987200021743774,0.7978900074958801,0.7894999980926514,0.7963899970054626,0.7889999747276306,0.7759299874305725,0.7722256779670715,0.7731096744537354,0.7756113409996033,0.7753867506980896,0.7761933207511902,0.7799679040908813,0.779870331287384,0.781558632850647,USD_CHF,0.7254063525387455,f_8
