data_hoje,p_6,p_5,p_4,p_3,p_2,p_1,hoje,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8
2026-01-26 13:00:00,12.989999771118164,13.489999771118164,13.229999542236328,13.880000114440918,13.789999961853027,13.739999771118164,13.59000015258789,13.41369915008545,13.551643371582031,13.637876510620117,13.436358451843262,13.653454780578613,13.552624702453613,13.581180572509766,13.499987602233887
