data_hoje,dia_1,dia_2,dia_3,dia_4,dia_5,dia_6,hoje,futuro_1,futuro_2,futuro_3,futuro_4,futuro_5,futuro_6,futuro_7,futuro_8
2026-01-26 15:57:00,12.113679885864258,12.386194229125977,12.242456436157227,12.208968162536621,12.193202018737793,11.505537986755371,11.91138744354248,11.937179565429688,11.896718978881836,11.851637840270996,11.911483764648438,11.907086372375488,11.90674877166748,11.859692573547363,11.784528732299805
