data_hoje,p_6,p_5,p_4,p_3,p_2,p_1,hoje,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8
2026-01-26 18:47:27,78.87999725341797,78.56999969482422,80.08000183105469,82.5,82.9800033569336,85.0199966430664,83.69999694824219,83.48625946044922,84.20296478271484,83.71829223632812,83.24504089355469,83.41088104248047,83.21739196777344,84.02049255371094,83.44573974609375
