data_hoje,dia_1,dia_2,dia_3,dia_4,dia_5,dia_6,hoje,futuro_1,futuro_2,futuro_3,futuro_4,futuro_5,futuro_6,futuro_7,futuro_8
2026-01-26 15:56:00,572.51611328125,584.4027099609375,598.749755859375,594.8587646484375,593.4496459960938,571.1719970703125,577.4586791992188,580.2041015625,578.8536376953125,576.2352905273438,574.5803833007812,578.2694702148438,579.0391845703125,579.051513671875,580.7565307617188
