data_hoje,dia_1,dia_2,dia_3,dia_4,dia_5,dia_6,hoje,futuro_1,futuro_2,futuro_3,futuro_4,futuro_5,futuro_6,futuro_7,futuro_8
2026-01-26 15:57:37,5.3678998947143555,5.367700099945068,5.36870002746582,5.374300003051758,5.31879997253418,5.283699989318848,5.26170015335083,5.264047145843506,5.2578887939453125,5.2558465003967285,5.269134521484375,5.2626261711120605,5.2572503089904785,5.268499851226807,5.269764423370361
