data_hoje,dia_1,dia_2,dia_3,dia_4,dia_5,dia_6,hoje,futuro_1,futuro_2,futuro_3,futuro_4,futuro_5,futuro_6,futuro_7,futuro_8
2026-01-26 14:07:00,1.8895820379257202,1.945557951927185,1.9216740131378174,1.9195319414138794,1.9131300449371338,1.8330260515213013,1.9100385904312134,1.9102592468261719,1.906790018081665,1.903135061264038,1.9027214050292969,1.8996515274047852,1.8992396593093872,1.8929487466812134,1.864068865776062
