data,f_1_real,f_1_datetime,f_2_real,f_2_datetime,f_3_real,f_3_datetime,f_4_real,f_4_datetime,f_5_real,f_5_datetime,f_6_real,f_6_datetime,f_7_real,f_7_datetime,f_8_real,f_8_datetime
2026-01-27 22:18:00,0.45304572582244873,2026-01-27 23:00:00,0.452500581741333,2026-01-28 00:00:00,0.45232051610946655,2026-01-28 01:00:00,0.45312196016311646,2026-01-28 02:00:00,0.45152270793914795,2026-01-28 03:00:00,0.4497055411338806,2026-01-28 04:00:00,0.45194676518440247,2026-01-28 05:00:00,0.45426538586616516,2026-01-28 06:00:00
2026-01-28 18:15:00,0.4547145962715149,2026-01-28 19:00:00,0.4540505111217499,2026-01-28 20:00:00,0.45927444100379944,2026-01-28 21:00:00,0.46897193789482117,2026-01-28 22:00:00,0.4621591866016388,2026-01-28 23:00:00,0.45524734258651733,2026-01-29 00:00:00,0.4525509774684906,2026-01-29 01:00:00,0.45213583111763,2026-01-29 01:58:00
2026-01-29 01:50:00,,,,,,,,,,,,,,,,
