data,f_1_real,f_1_datetime,f_2_real,f_2_datetime,f_3_real,f_3_datetime,f_4_real,f_4_datetime,f_5_real,f_5_datetime,f_6_real,f_6_datetime,f_7_real,f_7_datetime,f_8_real,f_8_datetime
2026-01-27 21:00:00,434.67730712890625,2026-01-28 14:30:00,434.09051513671875,2026-01-28 15:30:00,433.1199951171875,2026-01-28 16:30:00,434.82000732421875,2026-01-28 17:30:00,432.885009765625,2026-01-28 18:30:00,434.2950134277344,2026-01-28 19:30:00,431.239990234375,2026-01-28 20:30:00,431.4599914550781,2026-01-28 21:00:00
2026-01-28 21:00:00,,,,,,,,,,,,,,,,
