data_hoje,dia_1,dia_2,dia_3,dia_4,dia_5,dia_6,hoje,futuro_1,futuro_2,futuro_3,futuro_4,futuro_5,futuro_6,futuro_7,futuro_8
2026-01-26 14:07:52,1.3381328582763672,1.3404287099838257,1.3418315649032593,1.344085931777954,1.3419395685195923,1.3501288890838623,1.366474986076355,1.365610957145691,1.3682119846343994,1.3649876117706299,1.3647387027740479,1.3650466203689575,1.364688754081726,1.3665831089019775,1.3665865659713745
