data,f_1_real,f_1_datetime,f_2_real,f_2_datetime,f_3_real,f_3_datetime,f_4_real,f_4_datetime,f_5_real,f_5_datetime,f_6_real,f_6_datetime,f_7_real,f_7_datetime,f_8_real,f_8_datetime
2026-01-27 20:00:00,44.15999984741211,2026-01-28 13:00:00,44.22999954223633,2026-01-28 14:00:00,43.83000183105469,2026-01-28 15:00:00,43.66999816894531,2026-01-28 16:00:00,43.33000183105469,2026-01-28 17:00:00,43.0,2026-01-28 18:00:00,42.900001525878906,2026-01-28 19:00:00,43.25,2026-01-28 20:00:00
2026-01-28 20:00:00,,,,,,,,,,,,,,,,
